,id,date,search
424,1337088903774429185,2020-12-10,AMZN
425,1337088822555787264,2020-12-10,AMZN
426,1337088731581358081,2020-12-10,AMZN
427,1337088484599881731,2020-12-10,AMZN
428,1337088364638507008,2020-12-10,AMZN
429,1337088023830335489,2020-12-10,AMZN
430,1337087880955617283,2020-12-10,AMZN
431,1337087798562721793,2020-12-10,AMZN
432,1337087780892143616,2020-12-10,AMZN
433,1337087619864342532,2020-12-10,AMZN
434,1337087525416996867,2020-12-10,AMZN
435,1337087243186540550,2020-12-10,AMZN
436,1337086944614879232,2020-12-10,AMZN
437,1337086840319344646,2020-12-10,AMZN
438,1337086814310576130,2020-12-10,AMZN
439,1337086726003572736,2020-12-10,AMZN
440,1337086664733323265,2020-12-10,AMZN
441,1337086565814661120,2020-12-10,AMZN
442,1337086209701670913,2020-12-10,AMZN
443,1337086169998192645,2020-12-10,AMZN
444,1337086152549965824,2020-12-10,AMZN
445,1337086146682249220,2020-12-10,AMZN
446,1337086114637565952,2020-12-10,AMZN
447,1337086110770532352,2020-12-10,AMZN
448,1337086071348183040,2020-12-10,AMZN
449,1337086009893261315,2020-12-10,AMZN
450,1337085962158034944,2020-12-10,AMZN
451,1337085730422575104,2020-12-10,AMZN
452,1337085706301100033,2020-12-10,AMZN
453,1337085655080259584,2020-12-10,AMZN
454,1337085611728134147,2020-12-10,AMZN
455,1337085539808325632,2020-12-10,AMZN
456,1337085418475573249,2020-12-10,AMZN
457,1337085165814894599,2020-12-10,AMZN
458,1337085149801017352,2020-12-10,AMZN
459,1337085089373548544,2020-12-10,AMZN
460,1337084862336016384,2020-12-10,AMZN
461,1337084836562014208,2020-12-10,AMZN
462,1337084651505008641,2020-12-10,AMZN
463,1337084441345339398,2020-12-10,AMZN
464,1337084284717260800,2020-12-10,AMZN
465,1337084247203590150,2020-12-10,AMZN
466,1337084065128779777,2020-12-10,AMZN
467,1337083910329565184,2020-12-10,AMZN
468,1337083636185751555,2020-12-10,AMZN
469,1337083531365740546,2020-12-10,AMZN
470,1337083485652135937,2020-12-10,AMZN
471,1337083388608442369,2020-12-10,AMZN
472,1337083322640556032,2020-12-10,AMZN
473,1337083193736884224,2020-12-10,AMZN
474,1337083117182578690,2020-12-10,AMZN
475,1337083083279970305,2020-12-10,AMZN
476,1337083054456762369,2020-12-10,AMZN
477,1337082879109705728,2020-12-10,AMZN
478,1337082849564901376,2020-12-10,AMZN
479,1337082696955285507,2020-12-10,AMZN
480,1337082452158844930,2020-12-10,AMZN
481,1337082390762594304,2020-12-10,AMZN
482,1337082198453784577,2020-12-10,AMZN
483,1337081955926507520,2020-12-10,AMZN
484,1337081931255734272,2020-12-10,AMZN
485,1337081699193110529,2020-12-10,AMZN
486,1337081605765160961,2020-12-10,AMZN
487,1337081536265457666,2020-12-10,AMZN
488,1337081442933719041,2020-12-10,AMZN
489,1337081408821620737,2020-12-10,AMZN
490,1337081362398863360,2020-12-10,AMZN
491,1337081186183614465,2020-12-10,AMZN
492,1337081163937091588,2020-12-10,AMZN
493,1337080971729002496,2020-12-10,AMZN
494,1337080929848705024,2020-12-10,AMZN
495,1337080915298836482,2020-12-10,AMZN
496,1337080907384098825,2020-12-10,AMZN
497,1337080799976415240,2020-12-10,AMZN
498,1337080797187207174,2020-12-10,AMZN
499,1337080788970590208,2020-12-10,AMZN
500,1337080678077231104,2020-12-10,AMZN
501,1337080673111212032,2020-12-10,AMZN
502,1337080667159584770,2020-12-10,AMZN
503,1337080516105801728,2020-12-10,AMZN
504,1337080464557940736,2020-12-10,AMZN
505,1337080416264581120,2020-12-10,AMZN
506,1337080307938439169,2020-12-10,AMZN
507,1337080293300314112,2020-12-10,AMZN
508,1337080267119288320,2020-12-10,AMZN
509,1337080177541713923,2020-12-10,AMZN
510,1337080160227524616,2020-12-10,AMZN
511,1337080097338232833,2020-12-10,AMZN
512,1337080042057297920,2020-12-10,AMZN
513,1337080002911891458,2020-12-10,AMZN
514,1337079904110665728,2020-12-10,AMZN
515,1337079889485295616,2020-12-10,AMZN
516,1337079805536329733,2020-12-10,AMZN
517,1337079718483546113,2020-12-10,AMZN
518,1337079716843462657,2020-12-10,AMZN
519,1337079682488020992,2020-12-10,AMZN
520,1337079653266296833,2020-12-10,AMZN
521,1337079647746473991,2020-12-10,AMZN
522,1337079641903919106,2020-12-10,AMZN
523,1337079632278007809,2020-12-10,AMZN
524,1337079631283941376,2020-12-10,AMZN
525,1337079583804436480,2020-12-10,AMZN
526,1337079455316000768,2020-12-10,AMZN
527,1337079400018415617,2020-12-10,AMZN
528,1337079283206991872,2020-12-10,AMZN
529,1337079090088644609,2020-12-10,AMZN
530,1337079078420156416,2020-12-10,AMZN
531,1337079040327495681,2020-12-10,AMZN
532,1337078902007730178,2020-12-10,AMZN
533,1337078829152538624,2020-12-10,AMZN
534,1337078721128394753,2020-12-10,AMZN
535,1337078651213504513,2020-12-10,AMZN
536,1337078357540757504,2020-12-10,AMZN
537,1337078220483596289,2020-12-10,AMZN
538,1337078203907641345,2020-12-10,AMZN
539,1337078142029193216,2020-12-10,AMZN
540,1337078104657809408,2020-12-10,AMZN
541,1337077929352818694,2020-12-10,AMZN
542,1337077712901517319,2020-12-10,AMZN
543,1337077662209232898,2020-12-10,AMZN
544,1337077639903760385,2020-12-10,AMZN
545,1337077639018917888,2020-12-10,AMZN
546,1337077638234583040,2020-12-10,AMZN
547,1337077562791497729,2020-12-10,AMZN
548,1337077452779229187,2020-12-10,AMZN
549,1337077387574566917,2020-12-10,AMZN
550,1337077374253297664,2020-12-10,AMZN
551,1337077354795954177,2020-12-10,AMZN
552,1337077309581365249,2020-12-10,AMZN
553,1337077233232486401,2020-12-10,AMZN
554,1337077145546465280,2020-12-10,AMZN
555,1337077087241433098,2020-12-10,AMZN
556,1337077019956424707,2020-12-10,AMZN
557,1337076894529949696,2020-12-10,AMZN
558,1337076891132567556,2020-12-10,AMZN
559,1337076862938333187,2020-12-10,AMZN
560,1337076784018309123,2020-12-10,AMZN
561,1337076646927482880,2020-12-10,AMZN
562,1337076643190497284,2020-12-10,AMZN
563,1337076375681953795,2020-12-10,AMZN
564,1337076255653388290,2020-12-10,AMZN
565,1337076239446716419,2020-12-10,AMZN
566,1337076206957682689,2020-12-10,AMZN
567,1337076205741281281,2020-12-10,AMZN
568,1337076201060511747,2020-12-10,AMZN
569,1337076191732359169,2020-12-10,AMZN
570,1337076183997923328,2020-12-10,AMZN
571,1337076153362870273,2020-12-10,AMZN
572,1337076107967807488,2020-12-10,AMZN
573,1337076105426165760,2020-12-10,AMZN
574,1337075896654712833,2020-12-10,AMZN
575,1337075876232638468,2020-12-10,AMZN
576,1337075832439906311,2020-12-10,AMZN
